ticker,permno,cik,filing_date,accession,previous_filing_date,previous_accession,universe_date,market_cap,average_dollar_volume_21d,liquidity_rank,signal_available_date,entry_date,exit_date,similarity,change,log_change,text_length,previous_text_length,entry_delay_days,exit_day
ISRG,88352,0001035267,2018-02-02,0001035267-18-000013,2017-02-06,0001035267-17-000021,2018-01-31,48476110452.99,432176473.5998648,91,2018-02-02,2018-03-06,2018-07-26,0.98715230282601,0.0128476971739901,0.0127658656649738,300000,300000,21,120
GM,12369,0001467858,2018-02-06,0001467858-18-000022,2017-02-07,0001467858-17-000028,2018-01-31,60239503279.99999,576139777.2147619,61,2018-02-06,2018-03-08,2018-07-30,0.9714230299250664,0.0285769700749335,0.0281762645250354,300000,300000,21,120
GOOGL,90319,0001652044,2018-02-06,0001652044-18-000007,2017-02-03,0001652044-17-000008,2018-01-31,352884385505.21,1795679351.2042563,12,2018-02-06,2018-03-08,2018-07-30,0.9834669534691024,0.0165330465308974,0.0163978636718381,277136,274641,21,120
LMT,21178,0000936468,2018-02-06,0000936468-18-000009,2017-02-09,0001193125-17-036192,2018-01-31,101747562767.34,483265930.69077903,83,2018-02-06,2018-03-08,2018-07-30,0.954932770580904,0.045067229419096,0.044081217719748,300000,300000,21,120
CELG,11552,0000816284,2018-02-07,0000816284-18-000005,2017-02-10,0000816284-17-000003,2018-01-31,79644987720.0,884329068.9314286,29,2018-02-07,2018-03-09,2018-07-31,0.9583834677808106,0.0416165322191893,0.040773864292436,300000,300000,21,120
CSX,62148,0000277948,2018-02-07,0000277948-18-000009,2017-02-14,0000277948-17-000009,2018-01-31,50368387720.00001,397434073.30333334,100,2018-02-07,2018-03-09,2018-07-31,0.9762408781980793,0.0237591218019207,0.023481266330473,249477,248293,21,120
PYPL,15488,0001633917,2018-02-07,0001633917-18-000029,2017-02-08,0001633917-17-000027,2018-01-31,102383999999.99998,698656521.3395238,47,2018-02-07,2018-03-09,2018-07-31,0.9875303159775808,0.0124696840224192,0.0123925778440426,300000,300000,21,120
F,25785,0000037996,2018-02-08,0000037996-18-000015,2017-02-09,0000037996-17-000013,2018-01-31,42798906500.0,663321708.64,52,2018-02-08,2018-03-12,2018-08-01,0.9864499401048138,0.0135500598951862,0.0134590787786108,300000,300000,21,120
MMM,22592,0000066740,2018-02-08,0001558370-18-000535,2017-02-09,0001558370-17-000479,2018-01-31,149018442000.0,576051447.8801471,62,2018-02-08,2018-03-12,2018-08-01,0.9470843383888,0.0529156616111998,0.0515631365075305,300000,300000,21,120
HAL,23819,0000045012,2018-02-09,0000045012-18-000059,2017-02-07,0000045012-17-000047,2018-01-31,46855451700.0,528688957.3247619,72,2018-02-09,2018-03-13,2018-08-02,0.965547405940244,0.034452594059756,0.0338723921749781,216463,241125,21,120
HON,10145,0000773840,2018-02-09,0000930413-18-000292,2017-02-10,0000930413-17-000391,2018-01-31,120839852699.99998,544371430.9133171,70,2018-02-09,2018-03-13,2018-08-02,0.9721265753449074,0.0278734246550925,0.0274920316847078,246808,221632,21,120
UNP,48725,0000100885,2018-02-09,0000100885-18-000048,2017-02-03,0000100885-17-000056,2018-01-31,105087061500.0,757345246.1756076,44,2018-02-09,2018-03-13,2018-08-02,0.9705464306200698,0.0294535693799301,0.0290281463034675,236704,237479,21,120
UTX,17830,0000101829,2018-02-09,0000101829-18-000005,2017-02-09,0000101829-17-000007,2018-01-31,110210637714.3,585220969.5066624,59,2018-02-09,2018-03-13,2018-08-02,0.9643437802536272,0.0356562197463726,0.0350352545464851,117621,110897,21,120
BA,19561,0000012927,2018-02-12,0000012927-18-000007,2017-02-08,0000012927-17-000006,2018-01-31,211055330230.0,1996864547.382396,9,2018-02-12,2018-03-14,2018-08-03,0.989288385650278,0.0107116143497221,0.0106546514242838,279992,296270,21,120
AMGN,14008,0000318154,2018-02-13,0000318154-18-000004,2017-02-14,0000318154-17-000004,2018-01-31,134365310000.0,593030991.2215015,57,2018-02-13,2018-03-15,2018-08-06,0.9633053277508072,0.0366946722491928,0.0360374521895094,300000,300000,21,120
BMY,19393,0000014272,2018-02-13,0000014272-18-000055,2017-02-21,0000014272-17-000047,2018-01-31,102457420000.0,439204618.2361905,89,2018-02-13,2018-03-15,2018-08-06,0.970429289330844,0.0295707106691559,0.0291419296041184,300000,300000,21,120
PEP,13856,0000077476,2018-02-13,0000077476-18-000012,2017-02-15,0000077476-17-000010,2018-01-31,170826000000.0,502046919.66333336,80,2018-02-13,2018-03-15,2018-08-06,0.9837846279984148,0.0162153720015851,0.0160853070081583,300000,300000,21,120
PM,92602,0001413329,2018-02-13,0001413329-18-000007,2017-02-14,0001413329-17-000014,2018-01-31,166549957690.0,524481204.6957143,74,2018-02-13,2018-03-15,2018-08-06,0.9765753570415916,0.0234246429584082,0.0231544965970994,300000,300000,21,120
UNH,92655,0000731766,2018-02-13,0000731766-18-000005,2017-02-08,0000731766-17-000009,2018-01-31,229455684260.0,923784063.5236129,28,2018-02-13,2018-03-15,2018-08-06,0.9870861460312352,0.0129138539687648,0.0128311811457232,264921,284014,21,120
CVS,17005,0000064803,2018-02-14,0001558370-18-000707,2017-02-09,0000064803-17-000006,2018-01-31,79712340480.0,687602871.4404762,49,2018-02-14,2018-03-16,2018-08-07,0.94947535438002,0.0505246456199799,0.0492897018749131,181948,144499,21,120
MA,91233,0001141391,2018-02-14,0001141391-18-000009,2017-02-15,0001141391-17-000014,2018-01-31,176368907000.0,531983837.4370748,71,2018-02-14,2018-03-16,2018-08-07,0.96288632643551,0.0371136735644899,0.0364415409490559,300000,300000,21,120
CAT,18542,0000018230,2018-02-15,0000018230-18-000042,2017-02-15,0000018230-17-000041,2018-01-31,96843356520.0,1067745996.1937592,21,2018-02-15,2018-03-19,2018-08-08,0.967371993490134,0.032628006509866,0.0321070154177717,300000,300000,21,120
ABBV,13721,0001551152,2018-02-16,0001551152-18-000014,2017-02-17,0001551152-17-000004,2018-01-31,179151374600.0,743638883.5842857,45,2018-02-16,2018-03-20,2018-08-09,0.985163537946846,0.0148364620531539,0.0147274783824493,300000,300000,21,120
ABT,20482,0000001800,2018-02-16,0001047469-18-000856,2017-02-17,0001047469-17-000744,2018-01-31,108195758160.0,448912857.5238095,88,2018-02-16,2018-03-20,2018-08-09,0.9570476362257878,0.0429523637742121,0.0420555026594318,292005,269563,21,120
INTC,59328,0000050863,2018-02-16,0000050863-18-000007,2017-02-17,0000050863-17-000012,2018-01-31,225632180000.0,1983455615.9461904,10,2018-02-16,2018-03-20,2018-08-09,0.9648322758690931,0.0351677241309068,0.0345634658886698,295150,300000,21,120
FCX,81774,0000831259,2018-02-20,0000831259-18-000008,2017-02-24,0000831259-17-000012,2018-01-31,28228024500.0,414206130.1838095,96,2018-02-20,2018-03-21,2018-08-10,0.9816928263605298,0.0183071736394702,0.0181416148917433,300000,300000,21,120
T,66093,0000732717,2018-02-20,0000732717-18-000009,2017-02-17,0000732717-17-000021,2018-01-31,229905550000.00003,1125881503.6366668,19,2018-02-20,2018-03-21,2018-08-10,0.9743967340510944,0.0256032659489057,0.0252809916067584,78508,75649,21,120
ANTM,89179,0001156039,2018-02-21,0001156039-18-000003,2017-02-22,0001156039-17-000002,2018-01-31,63638216417.61,409449496.43673146,97,2018-02-21,2018-03-22,2018-08-13,0.9710800971461044,0.0289199028538956,0.0285096140301062,300000,300000,21,120
JNJ,22111,0000200406,2018-02-21,0000200406-18-000005,2017-02-27,0000200406-17-000006,2018-01-31,371250198800.0,1168073215.4081,17,2018-02-21,2018-03-22,2018-08-13,0.9709840957729206,0.0290159042270794,0.0286029127354624,300000,300000,21,120
UPS,87447,0001090727,2018-02-21,0001090727-18-000009,2017-02-21,0001090727-17-000011,2018-01-31,87476097240.0,492563860.8636005,81,2018-02-21,2018-03-22,2018-08-13,0.9640995777780784,0.0359004222219216,0.0352710216712963,300000,300000,21,120
X,76644,0001163302,2018-02-21,0001163302-18-000011,2017-02-28,0001163302-17-000009,2018-01-31,6546525539.999999,436695894.47333336,90,2018-02-21,2018-03-22,2018-08-13,0.9697725751490256,0.0302274248509745,0.0297795786948184,300000,300000,21,120
BAC,59408,0000070858,2018-02-22,0000070858-18-000009,2017-02-23,0000070858-17-000013,2018-01-31,329193664000.0,2100850345.24,7,2018-02-22,2018-03-23,2018-08-14,0.9908018472139196,0.0091981527860804,0.0091561074086161,300000,300000,21,120
CVX,14541,0000093410,2018-02-22,0000093410-18-000010,2017-02-23,0000093410-17-000013,2018-01-31,238086530899.99997,805721064.1563452,40,2018-02-22,2018-03-23,2018-08-14,0.9826638156502676,0.0173361843497323,0.0171876271909332,300000,300000,21,120
PFE,21936,0000078003,2018-02-22,0000078003-18-000027,2017-02-23,0000078003-17-000014,2018-01-31,220784587280.0,851362705.645238,35,2018-02-22,2018-03-23,2018-08-14,0.9815696713526118,0.0184303286473882,0.0182625485004482,205148,195743,21,120
TWX,77418,0001105705,2018-02-22,0001193125-18-053619,2017-02-23,0001193125-17-053483,2018-01-31,74238842550.0,431086693.50666666,92,2018-02-22,2018-03-23,2018-08-14,0.9716272087675004,0.0283727912324994,0.0279777386816284,300000,300000,21,120
TXN,15579,0000097476,2018-02-22,0001564590-18-002832,2017-02-23,0001564590-17-002142,2018-01-31,107823047530.0,786435784.9833333,42,2018-02-22,2018-03-23,2018-08-14,0.9683971025558444,0.0316028974441555,0.0311138037106736,172149,174011,21,120
UAL,91103,0000100517,2018-02-22,0001193125-18-054235,2017-02-23,0001193125-17-054129,2018-01-31,20091810639.999996,453749095.38666666,87,2018-02-22,2018-03-23,2018-08-14,0.9773050828788544,0.0226949171211454,0.0224412187589532,300000,300000,21,120
AET,88845,0001122304,2018-02-23,0001122304-18-000027,2017-02-17,0001122304-17-000014,2018-01-31,61052779268.0,546371263.1092523,69,2018-02-23,2018-03-26,2018-08-15,0.9680223495366764,0.0319776504633236,0.0314770102970778,300000,300000,21,120
C,70519,0000831001,2018-02-23,0000831001-18-000040,2017-02-24,0000831001-17-000038,2018-01-31,201693600000.0,1225037487.9061904,16,2018-02-23,2018-03-26,2018-08-15,0.9817268940801324,0.0182731059198675,0.0181081590835458,300000,300000,21,120
DAL,91926,0000027904,2018-02-23,0000027904-18-000006,2017-02-13,0000027904-17-000004,2018-01-31,40475477210.0,591345465.5795238,58,2018-02-23,2018-03-26,2018-08-15,0.9827976006194928,0.0172023993805072,0.0170561133720381,289639,295040,21,120
GE,12060,0000040545,2018-02-23,0000040545-18-000014,2017-02-24,0000040545-17-000010,2018-01-31,140227614450.00003,1934619070.2272856,11,2018-02-23,2018-03-26,2018-08-15,0.9602018075422324,0.0397981924577675,0.0390266486102908,300000,300000,21,120
KO,11308,0000021344,2018-02-23,0000021344-18-000008,2017-02-24,0000021344-17-000009,2018-01-31,202765142530.0,572198537.364762,64,2018-02-23,2018-03-26,2018-08-15,0.9904550577109624,0.0095449422890376,0.0094996771349616,300000,300000,21,120
MCD,43449,0000063908,2018-02-23,0000063908-18-000010,2017-03-01,0000063908-17-000017,2018-01-31,136430412039.99998,658220026.5504433,53,2018-02-23,2018-03-26,2018-08-15,0.9746935421352012,0.0253064578647989,0.0249915511865072,219137,208865,21,120
TSLA,93436,0001318605,2018-02-23,0001564590-18-002956,2017-03-01,0001564590-17-003118,2018-01-31,59806465070.0,2001907113.3200655,8,2018-02-23,2018-03-26,2018-08-15,0.9802768840050282,0.0197231159949717,0.019531135538737,300000,300000,21,120
TWTR,14295,0001418091,2018-02-23,0001564590-18-003046,2017-02-27,0001564590-17-002584,2018-01-31,19171513140.0,617016510.9561905,55,2018-02-23,2018-03-26,2018-08-15,0.9833034811376682,0.0166965188623318,0.0165586643355398,300000,300000,21,120
VZ,65875,0000732712,2018-02-23,0000732712-18-000009,2017-02-21,0001193125-17-050292,2018-01-31,220551530000.0,951903250.66,27,2018-02-23,2018-03-26,2018-08-15,0.9667482560263388,0.0332517439736612,0.0327108622608437,121735,120306,21,120
BRK,83443,0001067983,2018-02-26,0001193125-18-057033,2017-02-27,0001193125-17-056969,2018-01-31,286602906960.0,867093005.3499057,32,2018-02-26,2018-03-27,2018-08-16,0.9610959170927944,0.0389040829072057,0.038166391115701,300000,300000,21,120
GS,86868,0000886982,2018-02-26,0001193125-18-056383,2017-02-27,0001193125-17-056804,2018-01-31,101048379662.01,996655457.7447652,23,2018-02-26,2018-03-27,2018-08-16,0.9710603088548628,0.0289396911451371,0.0285288459459277,300000,300000,21,120
AMD,61241,0000002488,2018-02-27,0000002488-18-000042,2017-02-21,0000002488-17-000043,2018-01-31,13286580000.0,788555716.7185714,41,2018-02-27,2018-03-28,2018-08-17,0.9764697031708698,0.0235302968291302,0.0232577268820091,300000,300000,21,120
ATVI,79678,0000718877,2018-02-27,0001047469-18-001114,2017-02-28,0001047469-17-001072,2018-01-31,56153845650.0,403473601.31809527,99,2018-02-27,2018-03-28,2018-08-17,0.9736601928000564,0.0263398071999435,0.0259988880165652,300000,300000,21,120
D,64936,0000715957,2018-02-27,0001193125-18-059578,2017-02-28,0001193125-17-060413,2018-01-31,49271007240.0,430184637.5904762,94,2018-02-27,2018-03-28,2018-08-17,0.8763432745645189,0.1236567254354811,0.1165883004092412,300000,300000,21,120
GILD,77274,0000882095,2018-02-27,0000882095-18-000008,2017-02-27,0000882095-17-000006,2018-01-31,109610400000.0,760017044.1647619,43,2018-02-27,2018-03-28,2018-08-17,0.945912276488605,0.054087723511395,0.0526756757937639,300000,300000,21,120
IBM,12490,0000051143,2018-02-27,0001047469-18-001117,2017-02-28,0001047469-17-001061,2018-01-31,151551986700.0,1133254700.365801,18,2018-02-27,2018-03-28,2018-08-17,0.973216283312468,0.0267837166875319,0.0264313115793376,94188,91445,21,120
JPM,47896,0000019617,2018-02-27,0000019617-18-000057,2017-02-28,0000019617-17-000314,2018-01-31,401343206420.0,1632002750.489524,14,2018-02-27,2018-03-28,2018-08-17,0.8767135084851487,0.1232864915148512,0.1162587558785317,300000,300000,21,120
MO,13901,0000764180,2018-02-27,0000764180-18-000028,2017-02-27,0000764180-17-000028,2018-01-31,134222084600.0,504560967.8095238,79,2018-02-27,2018-03-28,2018-08-17,0.9864768078239448,0.0135231921760551,0.0134325699002511,300000,300000,21,120
MRK,22752,0000310158,2018-02-27,0000310158-18-000005,2017-02-28,0000310158-17-000010,2018-01-31,161422892250.0,831381947.0014286,37,2018-02-27,2018-03-28,2018-08-17,0.976766698657178,0.0232333013428218,0.0229675170222499,300000,300000,21,120
MS,69032,0000895421,2018-02-27,0001193125-18-060831,2017-02-27,0001193125-17-059212,2018-01-31,101111400000.0,520657040.03,75,2018-02-27,2018-03-28,2018-08-17,0.9732276605579424,0.0267723394420575,0.0264202310486255,300000,300000,21,120
PCLN,86783,0001075531,2018-02-27,0001075531-18-000015,2017-02-27,0001075531-17-000009,2018-01-31,92680890023.6,859230492.8301905,33,2018-02-27,2018-03-28,2018-08-17,0.9786991293733366,0.0213008706266634,0.021077178070625,300000,300000,21,120
SQ,15826,0001512673,2018-02-27,0001512673-18-000004,2017-02-27,0001628280-17-001754,2018-01-31,12611800409.999998,678698203.2204762,51,2018-02-27,2018-03-28,2018-08-17,0.9783963569817504,0.0216036430182495,0.0213735917226393,300000,300000,21,120
NVDA,86580,0001045810,2018-02-28,0001045810-18-000010,2017-03-01,0001045810-17-000027,2018-01-31,149007647000.0,3095358515.819806,4,2018-02-28,2018-03-29,2018-08-20,0.9711580523940462,0.0288419476059538,0.0284338470039445,252097,276098,21,120
WP,13314,0001533932,2018-02-28,0001533932-18-000086,2017-02-08,0001533932-17-000015,2018-01-31,13053507090.0,564612072.6761905,65,2018-02-28,2018-03-29,2018-08-20,0.9686502820326836,0.0313497179673164,0.0308683502027075,300000,296153,21,120
WYNN,89533,0001174922,2018-02-28,0001174922-18-000019,2017-02-24,0001174922-17-000027,2018-01-31,17056763540.0,1029341007.3009552,22,2018-02-28,2018-03-29,2018-08-20,0.9857650561612958,0.0142349438387041,0.0141345783688529,300000,300000,21,120
XOM,11850,0000034088,2018-02-28,0000034088-18-000015,2017-02-22,0000034088-17-000017,2018-01-31,369899353800.0,972433514.397619,25,2018-02-28,2018-03-29,2018-08-20,0.9800152849631582,0.0199847150368418,0.0197876419259014,279861,267140,21,120
MET,87842,0001099219,2018-03-01,0000937834-18-000005,2017-03-01,0000937834-17-000003,2018-02-28,48176170000.0,497428582.2038095,87,2018-03-01,2018-04-02,2018-08-21,0.9839057628240724,0.0160942371759276,0.0159660979808979,300000,300000,21,120
WFC,38703,0000072971,2018-03-01,0000072971-18-000272,2017-03-01,0000072971-17-000278,2018-02-28,285683310000.0,1778424287.705238,14,2018-03-01,2018-04-02,2018-08-21,0.9941615675430856,0.0058384324569145,0.0058214548597888,67905,64909,21,120
CRM,90215,0001108524,2018-03-09,0001108524-18-000011,2017-03-06,0001108524-17-000006,2018-02-28,83967375000.0,633832328.6228571,65,2018-03-09,2018-04-10,2018-08-29,0.9864582965277618,0.0135417034722381,0.0134508340379442,300000,300000,21,120
TGT,49154,0000027419,2018-03-14,0000027419-18-000010,2017-03-08,0000027419-17-000008,2018-02-28,40990839930.0,458535018.6595238,92,2018-03-14,2018-04-13,2018-09-04,0.9707037515170616,0.0292962484829384,0.0288753148171616,168665,162663,21,120
HD,66181,0000354950,2018-03-22,0000354950-18-000019,2017-03-23,0000354950-17-000005,2018-02-28,212845610230.00003,1228475154.8384757,23,2018-03-22,2018-04-23,2018-09-12,0.9157564361734508,0.0842435638265493,0.0808825676553551,190632,201427,21,120
LOW,61399,0000060667,2018-04-02,0000060667-18-000051,2017-04-04,0000060667-17-000076,2018-03-29,72832500000.0,704734418.3766667,49,2018-04-02,2018-05-01,2018-09-20,0.9865440765903668,0.0134559234096333,0.0133661964818678,239071,239042,21,120
WMT,55976,0000104169,2018-03-30,0000104169-18-000028,2017-03-31,0000104169-17-000021,2018-02-28,266643913810.0,1509488617.490476,16,2018-04-02,2018-05-01,2018-09-20,0.7876380660458596,0.2123619339541403,0.1925704684421436,297849,131027,21,120
ORCL,10104,0001341439,2018-06-22,0001193125-18-201034,2017-06-27,0001193125-17-214833,2018-05-31,190725663359.99997,541265521.0461905,56,2018-06-22,2018-07-24,2018-12-13,0.9153460973499956,0.0846539026500043,0.0812609523735756,300000,300000,21,120
FDX,60628,0001048911,2018-07-16,0001564590-18-016877,2017-07-17,0000950123-17-006152,2018-06-29,60673837900.0,510670409.7768738,67,2018-07-16,2018-08-14,2019-01-07,0.9691994983768072,0.0308005016231929,0.0303356864307943,300000,300000,21,120
NKE,57665,0000320187,2018-07-25,0000320187-18-000142,2017-07-20,0000320187-17-000090,2018-06-29,102205057920.0,559932376.385238,60,2018-07-25,2018-08-23,2019-01-16,0.9761415205718804,0.0238584794281195,0.02357831338283,300000,300000,21,120
MSFT,10107,0000789019,2018-08-03,0001564590-18-019062,2017-08-02,0001564590-17-014900,2018-07-31,813444459360.0,2847007099.7904763,5,2018-08-03,2018-09-04,2019-01-28,0.9652474403107772,0.0347525596892227,0.0341623253708475,300000,296793,21,120
PG,18163,0000080424,2018-08-07,0000080424-18-000055,2017-08-07,0000080424-17-000047,2018-07-31,203380767119.99997,632399640.4119048,45,2018-08-07,2018-09-06,2019-01-30,0.9685984934796226,0.0314015065203774,0.0309185632894405,271070,256392,21,120
FOXA,90441,0001308161,2018-08-13,0001564590-18-021493,2017-08-14,0001564590-17-017693,2018-07-31,47431485000.0,791194384.4366667,30,2018-08-13,2018-09-12,2019-02-05,0.9790993826935568,0.0209006173064432,0.0206851958615138,300000,300000,21,120
LRCX,48486,0000707549,2018-08-14,0000707549-18-000115,2017-08-15,0000707549-17-000100,2018-07-31,29909890880.0,492082956.43004334,61,2018-08-14,2018-09-13,2019-02-06,0.9694655146011278,0.0305344853988721,0.030077585513212,300000,291470,21,120
CSCO,76076,0000858877,2018-09-06,0000858877-18-000011,2017-09-07,0000858877-17-000016,2018-08-31,218372625180.0,865776162.4152381,19,2018-09-06,2018-10-05,2019-03-01,0.974786507217728,0.025213492782272,0.0249008765431698,300000,300000,21,120
MU,53613,0000723125,2018-10-15,0000723125-18-000092,2017-10-26,0000723125-17-000131,2018-09-28,52512030000.0,2038811447.9890475,10,2018-10-15,2018-11-13,2019-04-09,0.9515886844190138,0.0484113155809862,0.0472759855994311,298943,298530,21,120
COST,87055,0000909832,2018-10-26,0000909832-18-000013,2017-10-18,0000909832-17-000014,2018-09-28,103004744960.0,507850835.78268665,63,2018-10-26,2018-11-27,2019-04-23,0.9658902989690388,0.0341097010309613,0.033540864299072,173826,183371,21,120
AAPL,14593,0000320193,2018-11-05,0000320193-18-000145,2017-11-03,0000320193-17-000070,2018-10-31,1038577806280.0,7750910092.529527,2,2018-11-05,2018-12-06,2019-05-01,0.9913246320499024,0.0086753679500974,0.0086379531811015,239752,254548,21,120
QCOM,77178,0000804328,2018-11-07,0001728949-18-000095,2017-11-01,0001234452-17-000190,2018-10-31,76662910000.0,1085697026.1590476,31,2018-11-07,2018-12-10,2019-05-03,0.964803736531123,0.035196263468877,0.0345910352804704,300000,300000,21,120
SBUX,77702,0000829224,2018-11-16,0000829224-18-000052,2017-11-17,0000829224-17-000049,2018-10-31,76281257000.0,706882448.9333333,52,2018-11-16,2018-12-19,2019-05-14,0.9827358006838602,0.0172641993161397,0.0171168663337147,299446,273916,21,120
V,92611,0001403161,2018-11-16,0001403161-18-000055,2017-11-17,0001403161-17-000044,2018-10-31,244912323066.58,1563017411.5648365,15,2018-11-16,2018-12-19,2019-05-14,0.9885050914128282,0.0114949085871718,0.0114293440857302,300000,300000,21,120
AMAT,14702,0000006951,2018-12-13,0000006951-18-000041,2017-12-15,0000006951-17-000038,2018-11-30,36049760000.0,436796881.40238094,86,2018-12-13,2019-01-15,2019-06-07,0.9926885312549104,0.0073114687450895,0.0072848695316732,265077,266733,21,120
ADBE,75510,0000796343,2019-01-25,0000796343-19-000019,2018-01-22,0000796343-18-000015,2018-12-31,110328881996.63002,1161810634.637992,29,2019-01-25,2019-02-26,2019-07-18,0.9773266828643896,0.0226733171356102,0.0224200978818669,300000,300000,21,120
NFLX,89393,0001065280,2019-01-29,0001065280-19-000043,2018-01-29,0001065280-18-000069,2018-12-31,116860088340.0,3330590603.610145,5,2019-01-29,2019-02-28,2019-07-22,0.9914036896173696,0.0085963103826303,0.0085595724965791,185389,186557,21,120
CHTR,12308,0001091667,2019-01-31,0001091667-19-000029,2018-02-02,0001091667-18-000025,2018-12-31,64219129380.0,437920658.0503424,91,2019-01-31,2019-03-04,2019-07-24,0.9780243066725366,0.0219756933274634,0.021737708061758,300000,300000,21,120
CMCSA,89525,0001166691,2019-01-31,0001166691-19-000005,2018-01-31,0001166691-18-000004,2018-12-31,153787437899.99997,850054020.4109523,44,2019-01-31,2019-03-04,2019-07-24,0.9577001319782252,0.0422998680217746,0.0414296831410214,300000,300000,21,120
FB,13407,0001326801,2019-01-31,0001326801-19-000009,2018-02-01,0001326801-18-000009,2018-12-31,314939267940.0,3955596723.610276,4,2019-01-31,2019-03-04,2019-07-24,0.985931298892975,0.0140687011070249,0.0139706554449201,286340,279099,21,120
NOC,24766,0001133421,2019-01-31,0001133421-19-000007,2018-01-29,0001133421-18-000005,2018-12-31,42519536263.8,465592566.48188335,86,2019-01-31,2019-03-04,2019-07-24,0.9732838003582718,0.0267161996417282,0.0263655535578338,300000,266907,21,120
AMZN,84788,0001018724,2019-02-01,0001018724-19-000004,2018-02-02,0001018724-18-000005,2019-01-31,844245322365.94,10458882167.132944,1,2019-02-01,2019-03-05,2019-07-25,0.9829424787925783,0.0170575212074215,0.0169136751596303,221961,238336,21,120
INTC,59328,0000050863,2019-02-01,0000050863-19-000007,2018-02-16,0000050863-18-000007,2019-01-31,211898640000.0,1408125952.3842857,14,2019-02-01,2019-03-05,2019-07-25,0.9489665695076686,0.0510334304923314,0.0497738996594759,300000,295150,21,120
ISRG,88352,0001035267,2019-02-04,0001035267-19-000012,2018-02-02,0001035267-18-000013,2019-01-31,59951021104.89,468924622.2009477,79,2019-02-04,2019-03-06,2019-07-26,0.9144363844246486,0.0855636155753514,0.0820993134788472,300000,300000,21,120
GOOGL,90319,0001652044,2019-02-05,0001652044-19-000004,2018-02-06,0001652044-18-000007,2019-01-31,337046433393.60004,1794326626.692515,10,2019-02-05,2019-03-07,2019-07-29,0.9772011706153138,0.0227988293846862,0.0225428199139875,278808,277136,21,120
BIIB,76841,0000875045,2019-02-06,0000875045-19-000006,2018-02-01,0000875045-18-000005,2019-01-31,65821415999.99999,428605648.7546086,89,2019-02-06,2019-03-08,2019-07-30,0.9604332187001025,0.0395667812998975,0.0388040699271391,300000,300000,21,120
GM,12369,0001467858,2019-02-06,0001467858-19-000033,2018-02-06,0001467858-18-000022,2019-01-31,55072984080.00001,431815046.1519048,88,2019-02-06,2019-03-08,2019-07-30,0.9801796004041484,0.0198203995958516,0.0196265329648866,300000,300000,21,120
MMM,22592,0000066740,2019-02-07,0001558370-19-000470,2018-02-08,0001558370-18-000535,2019-01-31,115487972500.0,487069329.9325967,78,2019-02-07,2019-03-11,2019-07-31,0.9607911224757038,0.0392088775242962,0.0384597289900895,300000,300000,21,120
PM,92602,0001413329,2019-02-07,0001413329-19-000007,2018-02-13,0001413329-18-000007,2019-01-31,119263081280.0,532149190.1147619,70,2019-02-07,2019-03-11,2019-07-31,0.9619095097697228,0.0380904902302771,0.0373829584297768,300000,300000,21,120
PYPL,15488,0001633917,2019-02-07,0001633917-19-000043,2018-02-07,0001633917-18-000029,2019-01-31,104134030840.0,871569169.2442857,35,2019-02-07,2019-03-11,2019-07-31,0.9838695190049266,0.0161304809950734,0.0160017670866081,300000,300000,21,120
UTX,17830,0000101829,2019-02-07,0000101829-19-000007,2018-02-09,0000101829-18-000005,2019-01-31,101939748880.0,650258162.7247618,58,2019-02-07,2019-03-11,2019-07-31,0.951216987167575,0.048783012832425,0.0476304565707616,120733,117621,21,120
AMD,61241,0000002488,2019-02-08,0000002488-19-000011,2018-02-27,0000002488-18-000042,2019-01-31,24532050000.0,2266978030.628095,8,2019-02-08,2019-03-12,2019-08-01,0.9620911123412692,0.0379088876587307,0.0372080040690542,300000,300000,21,120
BA,19561,0000012927,2019-02-08,0000012927-19-000010,2018-02-12,0000012927-18-000007,2019-01-31,218987813700.0,1537317670.3259065,13,2019-02-08,2019-03-12,2019-08-01,0.7953996155902032,0.2046003844097967,0.1861478807456435,300000,279992,21,120
HON,10145,0000773840,2019-02-08,0000930413-19-000366,2018-02-09,0000930413-18-000292,2019-01-31,106327565440.0,401879881.9819653,96,2019-02-08,2019-03-12,2019-08-01,0.9635537557849612,0.0364462442150387,0.0357977887557598,264915,246808,21,120
LMT,21178,0000936468,2019-02-08,0000936468-19-000009,2018-02-06,0000936468-18-000009,2019-01-31,82395367940.0,401389528.19800574,98,2019-02-08,2019-03-12,2019-08-01,0.975415399223827,0.0245846007761729,0.0242872629118488,300000,300000,21,120
UNP,48725,0000100885,2019-02-08,0000100885-19-000060,2018-02-09,0000100885-18-000048,2019-01-31,117201192667.9,814909721.737439,41,2019-02-08,2019-03-12,2019-08-01,0.9748448684190676,0.0251551315809323,0.0248439490222723,247821,236704,21,120
DWDP,16851,0001666700,2019-02-11,0001666700-19-000006,2018-02-15,0001666700-18-000009,2019-01-31,123453269640.0,648843797.755238,59,2019-02-11,2019-03-13,2019-08-02,0.9295273454689904,0.0704726545310094,0.0681002841449748,300000,300000,21,120
UNH,92655,0000731766,2019-02-12,0000731766-19-000005,2018-02-13,0000731766-18-000005,2019-01-31,259941596420.34003,1005396886.740842,28,2019-02-12,2019-03-14,2019-08-05,0.9939072768274776,0.0060927231725222,0.0060742375817526,258250,264921,21,120
