ticker,permno,cik,filing_date,accession,previous_filing_date,previous_accession,signal_available_date,entry_date,exit_date,similarity,change,log_change,text_length,previous_text_length,entry_delay_days,exit_day
KKR,11990,0001404912,2017-02-24,0001404912-17-000005,2016-02-26,0001404912-16-000009,2017-02-24,2017-03-27,2017-08-16,0.9953217185989676,0.0046782814010323,0.0046673722534088,300000,300000,21,120
KO,11308,0000021344,2017-02-24,0000021344-17-000009,2016-02-25,0000021344-16-000050,2017-02-24,2017-03-27,2017-08-16,0.9948649969783836,0.0051350030216165,0.0051218638541817,300000,300000,21,120
BKNG,86783,0001075531,2017-02-27,0001075531-17-000009,2016-02-17,0001075531-16-000084,2017-02-27,2017-03-28,2017-08-17,0.9678251121077373,0.0321748878922628,0.0316681177136805,300000,300000,21,120
GILD,77274,0000882095,2017-02-27,0000882095-17-000006,2016-02-24,0000882095-16-000039,2017-02-27,2017-03-28,2017-08-17,0.9724370327799996,0.0275629672200004,0.0271899474765267,300000,300000,21,120
GS,86868,0000886982,2017-02-27,0001193125-17-056804,2016-02-22,0001193125-16-470289,2017-02-27,2017-03-28,2017-08-17,0.9788245859755906,0.0211754140244093,0.0209543305219366,300000,300000,21,120
JNJ,22111,0000200406,2017-02-27,0000200406-17-000006,2016-02-24,0000200406-16-000071,2017-02-27,2017-03-28,2017-08-17,0.9653932502364972,0.0346067497635028,0.034021402597992,300000,280613,21,120
MO,13901,0000764180,2017-02-27,0000764180-17-000028,2016-02-25,0000764180-16-000128,2017-02-27,2017-03-28,2017-08-17,0.9747648501103072,0.0252351498896927,0.0249220008054126,300000,300000,21,120
MS,69032,0000895421,2017-02-27,0001193125-17-059212,2016-02-23,0001193125-16-473553,2017-02-27,2017-03-28,2017-08-17,0.8772404994338683,0.1227595005661317,0.1157894948213244,300000,300000,21,120
IBM,12490,0000051143,2017-02-28,0001047469-17-001061,2016-02-23,0001047469-16-010329,2017-02-28,2017-03-29,2017-08-18,0.9766223880763812,0.0233776119236188,0.0231085409756558,91445,93551,21,120
JPM,47896,0000019617,2017-02-28,0000019617-17-000314,2016-02-23,0000019617-16-000902,2017-02-28,2017-03-29,2017-08-18,0.9558627826811746,0.0441372173188253,0.0431909150371617,300000,300000,21,120
MRK,22752,0000310158,2017-02-28,0000310158-17-000010,2016-02-26,0000310158-16-000063,2017-02-28,2017-03-29,2017-08-18,0.971075956114113,0.0289240438858869,0.0285136386618066,300000,300000,21,120
NOW,13447,0001373715,2017-02-28,0001373715-17-000026,2016-02-25,0001373715-16-000324,2017-02-28,2017-03-29,2017-08-18,0.9318558121730132,0.0681441878269867,0.0659227387539731,296855,300000,21,120
TMO,62092,0000097745,2017-02-28,0000097745-17-000007,2016-02-25,0000097745-16-000043,2017-02-28,2017-03-29,2017-08-18,0.988838351371882,0.011161648628118,0.0110998170971956,300000,287440,21,120
MCD,43449,0000063908,2017-03-01,0000063908-17-000017,2016-02-25,0000063908-16-000103,2017-03-01,2017-03-30,2017-08-21,0.9816435244960326,0.0183564755039673,0.0181900292330386,208865,210287,21,120
NVDA,86580,0001045810,2017-03-01,0001045810-17-000027,2016-03-17,0001045810-16-000205,2017-03-01,2017-03-30,2017-08-21,0.9713708771733616,0.0286291228266385,0.0282269670306289,276098,278142,21,120
PGR,64390,0000080661,2017-03-01,0000080661-17-000012,2016-02-29,0000080661-16-000080,2017-03-01,2017-03-30,2017-08-21,0.9850564879896576,0.0149435120103424,0.0148329577532735,136308,138080,21,120
TSLA,93436,0001318605,2017-03-01,0001564590-17-003118,2016-02-24,0001564590-16-013195,2017-03-01,2017-03-30,2017-08-21,0.8922519359944112,0.1077480640055887,0.1023291834142273,300000,300000,21,120
WFC,38703,0000072971,2017-03-01,0000072971-17-000278,2016-02-24,0000072971-16-001045,2017-03-01,2017-03-30,2017-08-21,0.986039361606175,0.0139606383938249,0.0138640862635011,64909,70907,21,120
CRM,90215,0001108524,2017-03-06,0001108524-17-000006,2016-03-07,0001108524-16-000053,2017-03-06,2017-04-04,2017-08-24,0.9769462162116876,0.0230537837883123,0.0227920601606253,300000,300000,21,120
HD,66181,0000354950,2017-03-23,0000354950-17-000005,2016-03-24,0000354950-16-000060,2017-03-23,2017-04-24,2017-09-13,0.9858571579768676,0.0141428420231324,0.0140437650930647,201427,213478,21,120
TJX,40539,0000109198,2017-03-28,0001193125-17-099642,2016-03-29,0001193125-16-521424,2017-03-28,2017-04-27,2017-09-18,0.9695634212574862,0.0304365787425138,0.0299825752938688,231443,227939,21,120
WMT,55976,0000104169,2017-03-31,0000104169-17-000021,2016-03-30,0000104169-16-000079,2017-03-31,2017-05-02,2017-09-21,0.9752866297605832,0.0247133702394167,0.0244129346933413,131027,125414,21,120
LOW,61399,0000060667,2017-04-04,0000060667-17-000076,2016-03-29,0000060667-16-000276,2017-04-04,2017-05-04,2017-09-25,0.9822852004973204,0.0177147995026796,0.0175597212173924,239042,222832,21,120
ORCL,10104,0001341439,2017-06-27,0001193125-17-214833,2016-06-22,0001193125-16-628942,2017-06-27,2017-07-27,2017-12-15,0.9759539555022512,0.0240460444977489,0.0237614909362388,300000,300000,21,120
NKE,57665,0000320187,2017-07-20,0000320187-17-000090,2016-07-21,0000320187-16-000336,2017-07-20,2017-08-18,2018-01-10,0.9900939091529788,0.009906090847021,0.0098573471709344,300000,300000,21,120
MSFT,10107,0000789019,2017-08-02,0001564590-17-014900,2016-07-28,0001193125-16-662209,2017-08-02,2017-08-31,2018-01-24,0.9794327792524012,0.0205672207475987,0.020358571502713,296793,298915,21,120
ADP,44644,0000008670,2017-08-04,0000008670-17-000010,2016-08-05,0000008670-16-000053,2017-08-04,2017-09-05,2018-01-26,0.9910576178457826,0.0089423821542173,0.0089026358303942,246582,242477,21,120
PG,18163,0000080424,2017-08-07,0000080424-17-000047,2016-08-09,0000080424-16-000212,2017-08-07,2017-09-06,2018-01-29,0.9917840517372984,0.0082159482627015,0.0081823810918682,256392,248888,21,120
LRCX,48486,0000707549,2017-08-15,0000707549-17-000100,2016-08-17,0000707549-16-000050,2017-08-15,2017-09-14,2018-02-06,0.972396345123963,0.0276036548760369,0.0272295429580847,291470,300000,21,120
INTU,78975,0000896878,2017-09-01,0000896878-17-000130,2016-09-01,0000896878-16-000286,2017-09-01,2017-10-03,2018-02-26,0.9456830859515029,0.0543169140484971,0.0528930823901278,300000,300000,21,120
CSCO,76076,0000858877,2017-09-07,0000858877-17-000016,2016-09-08,0000858877-16-000117,2017-09-07,2017-10-06,2018-03-01,0.9901955037091332,0.0098044962908666,0.0097567440876143,300000,300000,21,120
PANW,13511,0001327567,2017-09-07,0001327567-17-000027,2016-09-08,0001327567-16-000064,2017-09-07,2017-10-06,2018-03-01,0.9625639947599304,0.0374360052400696,0.0367522895240038,300000,300000,21,120
COST,87055,0000909832,2017-10-18,0000909832-17-000014,2016-10-12,0000909832-16-000032,2017-10-18,2017-11-16,2018-04-12,0.9895361630837588,0.0104638369162413,0.0104094699042264,183371,186966,21,120
MU,53613,0000723125,2017-10-26,0000723125-17-000131,2016-10-28,0000723125-16-000269,2017-10-26,2017-11-27,2018-04-20,0.9500842926267596,0.0499157073732404,0.0487098822547733,298530,300000,21,120
QCOM,77178,0000804328,2017-11-01,0001234452-17-000190,2016-11-02,0001234452-16-000552,2017-11-01,2017-12-01,2018-04-26,0.96721781601653,0.0327821839834699,0.0322563101918557,300000,300000,21,120
AAPL,14593,0000320193,2017-11-03,0000320193-17-000070,2016-10-26,0001628280-16-020309,2017-11-03,2017-12-05,2018-04-30,0.9950689363630004,0.0049310636369994,0.004918945762384,254548,250951,21,120
SBUX,77702,0000829224,2017-11-17,0000829224-17-000049,2016-11-18,0000829224-16-000083,2017-11-17,2017-12-19,2018-05-14,0.9918237166692584,0.0081762833307416,0.008143038615396,273916,266099,21,120
V,92611,0001403161,2017-11-17,0001403161-17-000044,2016-11-15,0001403161-16-000058,2017-11-17,2017-12-19,2018-05-14,0.9705605156162964,0.0294394843837034,0.0290144641977348,300000,300000,21,120
ADI,60871,0000006281,2017-11-22,0000006281-17-000144,2016-11-22,0000006281-16-000097,2017-11-22,2017-12-22,2018-05-17,0.9840307250883188,0.0159692749116813,0.0158431074703548,300000,300000,21,120
AMAT,14702,0000006951,2017-12-15,0000006951-17-000038,2016-12-15,0000006951-16-000068,2017-12-15,2018-01-18,2018-06-11,0.9910566018048208,0.008943398195179,0.008903642865551,266733,275361,21,120
DE,19350,0000315189,2017-12-18,0001047469-17-007719,2016-12-19,0001047469-16-017244,2017-12-18,2018-01-19,2018-06-12,0.9674599235981516,0.0325400764018485,0.0320218600168159,295552,286533,21,120
ADBE,75510,0000796343,2018-01-22,0000796343-18-000015,2017-01-20,0000796343-17-000031,2018-01-22,2018-02-21,2018-07-13,0.9845042445831532,0.0154957554168468,0.0153769222332566,300000,300000,21,120
NFLX,89393,0001065280,2018-01-29,0001065280-18-000069,2017-01-27,0001628280-17-000496,2018-01-29,2018-02-28,2018-07-20,0.9750041421341455,0.0249958578658543,0.0246885714757226,186557,177720,21,120
CMCSA,89525,0001166691,2018-01-31,0001166691-18-000004,2017-02-03,0001193125-17-030512,2018-01-31,2018-03-02,2018-07-24,0.9715488983057058,0.0284511016942942,0.0280538856595995,300000,300000,21,120
META,13407,0001326801,2018-02-01,0001326801-18-000009,2017-02-03,0001326801-17-000007,2018-02-01,2018-03-05,2018-07-25,0.978978238785752,0.021021761214248,0.0208038525834551,279099,284785,21,120
AMZN,84788,0001018724,2018-02-02,0001018724-18-000005,2017-02-10,0001018724-17-000011,2018-02-02,2018-03-06,2018-07-26,0.9758248476854402,0.0241751523145598,0.0238875591726019,238336,228226,21,120
ISRG,88352,0001035267,2018-02-02,0001035267-18-000013,2017-02-06,0001035267-17-000021,2018-02-02,2018-03-06,2018-07-26,0.98715230282601,0.0128476971739901,0.0127658656649738,300000,300000,21,120
GOOG,14542,0001652044,2018-02-06,0001652044-18-000007,2017-02-03,0001652044-17-000008,2018-02-06,2018-03-08,2018-07-30,0.9834669534691024,0.0165330465308974,0.0163978636718381,277136,274641,21,120
LMT,21178,0000936468,2018-02-06,0000936468-18-000009,2017-02-09,0001193125-17-036192,2018-02-06,2018-03-08,2018-07-30,0.954932770580904,0.045067229419096,0.044081217719748,300000,300000,21,120
SYK,73139,0000310764,2018-02-08,0000310764-18-000031,2017-02-09,0000310764-17-000034,2018-02-08,2018-03-12,2018-08-01,0.9835828389328176,0.0164171610671824,0.0162838564881822,152910,154314,21,120
TMUS,91937,0001283699,2018-02-08,0001283699-18-000011,2017-02-14,0001283699-17-000010,2018-02-08,2018-03-12,2018-08-01,0.9406127853494451,0.0593872146505548,0.0576906415738285,300000,300000,21,120
HON,10145,0000773840,2018-02-09,0000930413-18-000292,2017-02-10,0000930413-17-000391,2018-02-09,2018-03-13,2018-08-02,0.9721265753449074,0.0278734246550925,0.0274920316847078,246808,221632,21,120
RTX,17830,0000101829,2018-02-09,0000101829-18-000005,2017-02-09,0000101829-17-000007,2018-02-09,2018-03-13,2018-08-02,0.9643437802536272,0.0356562197463726,0.0350352545464851,117621,110897,21,120
SPGI,17478,0000064040,2018-02-09,0000064040-18-000061,2017-02-09,0000064040-17-000015,2018-02-09,2018-03-13,2018-08-02,0.975154187238996,0.0248458127610039,0.0245421747005292,300000,300000,21,120
UNP,48725,0000100885,2018-02-09,0000100885-18-000048,2017-02-03,0000100885-17-000056,2018-02-09,2018-03-13,2018-08-02,0.9705464306200698,0.0294535693799301,0.0290281463034675,236704,237479,21,120
BA,19561,0000012927,2018-02-12,0000012927-18-000007,2017-02-08,0000012927-17-000006,2018-02-12,2018-03-14,2018-08-03,0.989288385650278,0.0107116143497221,0.0106546514242838,279992,296270,21,120
AMGN,14008,0000318154,2018-02-13,0000318154-18-000004,2017-02-14,0000318154-17-000004,2018-02-13,2018-03-15,2018-08-06,0.9633053277508072,0.0366946722491928,0.0360374521895094,300000,300000,21,120
BMY,19393,0000014272,2018-02-13,0000014272-18-000055,2017-02-21,0000014272-17-000047,2018-02-13,2018-03-15,2018-08-06,0.970429289330844,0.0295707106691559,0.0291419296041184,300000,300000,21,120
PEP,13856,0000077476,2018-02-13,0000077476-18-000012,2017-02-15,0000077476-17-000010,2018-02-13,2018-03-15,2018-08-06,0.9837846279984148,0.0162153720015851,0.0160853070081583,300000,300000,21,120
PM,92602,0001413329,2018-02-13,0001413329-18-000007,2017-02-14,0001413329-17-000014,2018-02-13,2018-03-15,2018-08-06,0.9765753570415916,0.0234246429584082,0.0231544965970994,300000,300000,21,120
UNH,92655,0000731766,2018-02-13,0000731766-18-000005,2017-02-08,0000731766-17-000009,2018-02-13,2018-03-15,2018-08-06,0.9870861460312352,0.0129138539687648,0.0128311811457232,264921,284014,21,120
MA,91233,0001141391,2018-02-14,0001141391-18-000009,2017-02-15,0001141391-17-000014,2018-02-14,2018-03-16,2018-08-07,0.96288632643551,0.0371136735644899,0.0364415409490559,300000,300000,21,120
CAT,18542,0000018230,2018-02-15,0000018230-18-000042,2017-02-15,0000018230-17-000041,2018-02-15,2018-03-19,2018-08-08,0.967371993490134,0.032628006509866,0.0321070154177717,300000,300000,21,120
VRTX,76744,0000875320,2018-02-15,0000875320-18-000009,2017-02-23,0000875320-17-000017,2018-02-15,2018-03-19,2018-08-08,0.9797284588618076,0.0202715411381924,0.020068808668924,300000,300000,21,120
ABBV,13721,0001551152,2018-02-16,0001551152-18-000014,2017-02-17,0001551152-17-000004,2018-02-16,2018-03-20,2018-08-09,0.985163537946846,0.0148364620531539,0.0147274783824493,300000,300000,21,120
ABT,20482,0000001800,2018-02-16,0001047469-18-000856,2017-02-17,0001047469-17-000744,2018-02-16,2018-03-20,2018-08-09,0.9570476362257878,0.0429523637742121,0.0420555026594318,292005,269563,21,120
AXP,59176,0000004962,2018-02-16,0000004962-18-000032,2017-02-17,0001193125-17-047588,2018-02-16,2018-03-20,2018-08-09,0.9788523442246893,0.0211476557753107,0.0209271475071523,300000,300000,21,120
NEE,24205,0000753308,2018-02-16,0000753308-18-000013,2017-02-23,0000753308-17-000060,2018-02-16,2018-03-20,2018-08-09,0.9930399365865412,0.0069600634134588,0.0069359539762623,300000,300000,21,120
ANET,14714,0001596532,2018-02-20,0001596532-18-000018,2017-02-17,0001596532-17-000019,2018-02-20,2018-03-21,2018-08-10,0.9840140753746568,0.0159859246253432,0.0158594953451131,300000,300000,21,120
BSX,77605,0000885725,2018-02-20,0000885725-18-000010,2017-02-23,0000885725-17-000006,2018-02-20,2018-03-21,2018-08-10,0.9785412301760144,0.0214587698239855,0.0212317720762142,300000,300000,21,120
COP,13928,0001163165,2018-02-20,0001193125-18-049729,2017-02-21,0001193125-17-050077,2018-02-20,2018-03-21,2018-08-10,0.9498216704110628,0.050178329588937,0.0489599874523915,300000,300000,21,120
LLY,50876,0000059478,2018-02-20,0000059478-18-000089,2017-02-21,0000059478-17-000098,2018-02-20,2018-03-21,2018-08-10,0.974341774731107,0.025658225268893,0.0253345774808518,300000,300000,21,120
T,66093,0000732717,2018-02-20,0000732717-18-000009,2017-02-17,0000732717-17-000021,2018-02-20,2018-03-21,2018-08-10,0.9743967340510944,0.0256032659489057,0.0252809916067584,78508,75649,21,120
DHR,49680,0000313616,2018-02-21,0000313616-18-000038,2017-02-22,0000313616-17-000066,2018-02-21,2018-03-22,2018-08-13,0.9869737316185304,0.0130262683814694,0.0129421562052324,300000,300000,21,120
JNJ,22111,0000200406,2018-02-21,0000200406-18-000005,2017-02-27,0000200406-17-000006,2018-02-21,2018-03-22,2018-08-13,0.9709840957729206,0.0290159042270794,0.0286029127354624,300000,300000,21,120
SO,18411,0000092122,2018-02-21,0000092122-18-000012,2017-02-22,0000092122-17-000007,2018-02-21,2018-03-22,2018-08-13,0.9889742203407776,0.0110257796592223,0.0109654388816063,300000,300000,21,120
UPS,87447,0001090727,2018-02-21,0001090727-18-000009,2017-02-21,0001090727-17-000011,2018-02-21,2018-03-22,2018-08-13,0.9640995777780784,0.0359004222219216,0.0352710216712963,300000,300000,21,120
BAC,59408,0000070858,2018-02-22,0000070858-18-000009,2017-02-23,0000070858-17-000013,2018-02-22,2018-03-23,2018-08-14,0.9908018472139196,0.0091981527860804,0.0091561074086161,300000,300000,21,120
CVX,14541,0000093410,2018-02-22,0000093410-18-000010,2017-02-23,0000093410-17-000013,2018-02-22,2018-03-23,2018-08-14,0.9826638156502676,0.0173361843497323,0.0171876271909332,300000,300000,21,120
PFE,21936,0000078003,2018-02-22,0000078003-18-000027,2017-02-23,0000078003-17-000014,2018-02-22,2018-03-23,2018-08-14,0.9815696713526118,0.0184303286473882,0.0182625485004482,205148,195743,21,120
SCHW,75186,0000316709,2018-02-22,0000316709-18-000009,2017-02-23,0000316709-17-000010,2018-02-22,2018-03-23,2018-08-14,0.8883915090744023,0.1116084909255976,0.1058080573291487,291017,300000,21,120
TXN,15579,0000097476,2018-02-22,0001564590-18-002832,2017-02-23,0001564590-17-002142,2018-02-22,2018-03-23,2018-08-14,0.9683971025558444,0.0316028974441555,0.0311138037106736,172149,174011,21,120
C,70519,0000831001,2018-02-23,0000831001-18-000040,2017-02-24,0000831001-17-000038,2018-02-23,2018-03-26,2018-08-15,0.9817268940801324,0.0182731059198675,0.0181081590835458,300000,300000,21,120
GE,12060,0000040545,2018-02-23,0000040545-18-000014,2017-02-24,0000040545-17-000010,2018-02-23,2018-03-26,2018-08-15,0.9602018075422324,0.0397981924577675,0.0390266486102908,300000,300000,21,120
KKR,11990,0001404912,2018-02-23,0001404912-18-000005,2017-02-24,0001404912-17-000005,2018-02-23,2018-03-26,2018-08-15,0.9955597382808662,0.0044402617191338,0.0044304328415188,300000,300000,21,120
KO,11308,0000021344,2018-02-23,0000021344-18-000008,2017-02-24,0000021344-17-000009,2018-02-23,2018-03-26,2018-08-15,0.9904550577109624,0.0095449422890376,0.0094996771349616,300000,300000,21,120
MCD,43449,0000063908,2018-02-23,0000063908-18-000010,2017-03-01,0000063908-17-000017,2018-02-23,2018-03-26,2018-08-15,0.9746935421352012,0.0253064578647989,0.0249915511865072,219137,208865,21,120
TSLA,93436,0001318605,2018-02-23,0001564590-18-002956,2017-03-01,0001564590-17-003118,2018-02-23,2018-03-26,2018-08-15,0.9802768840050282,0.0197231159949717,0.019531135538737,300000,300000,21,120
VZ,65875,0000732712,2018-02-23,0000732712-18-000009,2017-02-21,0001193125-17-050292,2018-02-23,2018-03-26,2018-08-15,0.9667482560263388,0.0332517439736612,0.0327108622608437,121735,120306,21,120
GS,86868,0000886982,2018-02-26,0001193125-18-056383,2017-02-27,0001193125-17-056804,2018-02-26,2018-03-27,2018-08-16,0.9710603088548628,0.0289396911451371,0.0285288459459277,300000,300000,21,120
AMD,61241,0000002488,2018-02-27,0000002488-18-000042,2017-02-21,0000002488-17-000043,2018-02-27,2018-03-28,2018-08-17,0.9764697031708698,0.0235302968291302,0.0232577268820091,300000,300000,21,120
BKNG,86783,0001075531,2018-02-27,0001075531-18-000015,2017-02-27,0001075531-17-000009,2018-02-27,2018-03-28,2018-08-17,0.9786991293733366,0.0213008706266634,0.021077178070625,300000,300000,21,120
GILD,77274,0000882095,2018-02-27,0000882095-18-000008,2017-02-27,0000882095-17-000006,2018-02-27,2018-03-28,2018-08-17,0.945912276488605,0.054087723511395,0.0526756757937639,300000,300000,21,120
IBM,12490,0000051143,2018-02-27,0001047469-18-001117,2017-02-28,0001047469-17-001061,2018-02-27,2018-03-28,2018-08-17,0.973216283312468,0.0267837166875319,0.0264313115793376,94188,91445,21,120
JPM,47896,0000019617,2018-02-27,0000019617-18-000057,2017-02-28,0000019617-17-000314,2018-02-27,2018-03-28,2018-08-17,0.8767135084851487,0.1232864915148512,0.1162587558785317,300000,300000,21,120
MO,13901,0000764180,2018-02-27,0000764180-18-000028,2017-02-27,0000764180-17-000028,2018-02-27,2018-03-28,2018-08-17,0.9864768078239448,0.0135231921760551,0.0134325699002511,300000,300000,21,120
MRK,22752,0000310158,2018-02-27,0000310158-18-000005,2017-02-28,0000310158-17-000010,2018-02-27,2018-03-28,2018-08-17,0.976766698657178,0.0232333013428218,0.0229675170222499,300000,300000,21,120
MS,69032,0000895421,2018-02-27,0001193125-18-060831,2017-02-27,0001193125-17-059212,2018-02-27,2018-03-28,2018-08-17,0.9732276605579424,0.0267723394420575,0.0264202310486255,300000,300000,21,120
PGR,64390,0000080661,2018-02-27,0000080661-18-000011,2017-03-01,0000080661-17-000012,2018-02-27,2018-03-28,2018-08-17,0.993669158038307,0.0063308419616929,0.0063108863612714,141880,136308,21,120
NOW,13447,0001373715,2018-02-28,0001373715-18-000058,2017-02-28,0001373715-17-000026,2018-02-28,2018-03-29,2018-08-20,0.95095126913428,0.0490487308657199,0.0478837829259511,296845,296855,21,120
NVDA,86580,0001045810,2018-02-28,0001045810-18-000010,2017-03-01,0001045810-17-000027,2018-02-28,2018-03-29,2018-08-20,0.9711580523940462,0.0288419476059538,0.0284338470039445,252097,276098,21,120
TMO,62092,0000097745,2018-02-28,0000097745-18-000006,2017-02-28,0000097745-17-000007,2018-02-28,2018-03-29,2018-08-20,0.9832107253524228,0.016789274647577,0.0166498926938649,300000,300000,21,120
XOM,11850,0000034088,2018-02-28,0000034088-18-000015,2017-02-22,0000034088-17-000017,2018-02-28,2018-03-29,2018-08-20,0.9800152849631582,0.0199847150368418,0.0197876419259014,279861,267140,21,120
BX,92108,0001393818,2018-03-01,0001193125-18-067079,2017-02-24,0001193125-17-056300,2018-03-01,2018-04-02,2018-08-21,0.9908694567288772,0.0091305432711228,0.0090891118641193,300000,300000,21,120
WFC,38703,0000072971,2018-03-01,0000072971-18-000272,2017-03-01,0000072971-17-000278,2018-03-01,2018-04-02,2018-08-21,0.9941615675430856,0.0058384324569145,0.0058214548597888,67905,64909,21,120
CRM,90215,0001108524,2018-03-09,0001108524-18-000011,2017-03-06,0001108524-17-000006,2018-03-09,2018-04-10,2018-08-29,0.9864582965277618,0.0135417034722381,0.0134508340379442,300000,300000,21,120
HD,66181,0000354950,2018-03-22,0000354950-18-000019,2017-03-23,0000354950-17-000005,2018-03-22,2018-04-23,2018-09-12,0.9157564361734508,0.0842435638265493,0.0808825676553551,190632,201427,21,120
LOW,61399,0000060667,2018-04-02,0000060667-18-000051,2017-04-04,0000060667-17-000076,2018-04-02,2018-05-01,2018-09-20,0.9865440765903668,0.0134559234096333,0.0133661964818678,239071,239042,21,120
WMT,55976,0000104169,2018-03-30,0000104169-18-000028,2017-03-31,0000104169-17-000021,2018-04-02,2018-05-01,2018-09-20,0.7876380660458596,0.2123619339541403,0.1925704684421436,297849,131027,21,120
TJX,40539,0000109198,2018-04-04,0001193125-18-107423,2017-03-28,0001193125-17-099642,2018-04-04,2018-05-03,2018-09-24,0.9532172913104094,0.0467827086895905,0.0457213732813984,248014,231443,21,120
ORCL,10104,0001341439,2018-06-22,0001193125-18-201034,2017-06-27,0001193125-17-214833,2018-06-22,2018-07-24,2018-12-13,0.9153460973499956,0.0846539026500043,0.0812609523735756,300000,300000,21,120
NKE,57665,0000320187,2018-07-25,0000320187-18-000142,2017-07-20,0000320187-17-000090,2018-07-25,2018-08-23,2019-01-16,0.9761415205718804,0.0238584794281195,0.02357831338283,300000,300000,21,120
ADP,44644,0000008670,2018-08-03,0000008670-18-000011,2017-08-04,0000008670-17-000010,2018-08-03,2018-09-04,2019-01-28,0.9754830168902776,0.0245169831097222,0.0242212655332835,257434,246582,21,120
MSFT,10107,0000789019,2018-08-03,0001564590-18-019062,2017-08-02,0001564590-17-014900,2018-08-03,2018-09-04,2019-01-28,0.9652474403107772,0.0347525596892227,0.0341623253708475,300000,296793,21,120
PG,18163,0000080424,2018-08-07,0000080424-18-000055,2017-08-07,0000080424-17-000047,2018-08-07,2018-09-06,2019-01-30,0.9685984934796226,0.0314015065203774,0.0309185632894405,271070,256392,21,120
LRCX,48486,0000707549,2018-08-14,0000707549-18-000115,2017-08-15,0000707549-17-000100,2018-08-14,2018-09-13,2019-02-06,0.9694655146011278,0.0305344853988721,0.030077585513212,300000,291470,21,120
INTU,78975,0000896878,2018-08-31,0000896878-18-000171,2017-09-01,0000896878-17-000130,2018-08-31,2018-10-02,2019-02-26,0.9880439502831784,0.0119560497168215,0.011885140788626,300000,300000,21,120
CSCO,76076,0000858877,2018-09-06,0000858877-18-000011,2017-09-07,0000858877-17-000016,2018-09-06,2018-10-05,2019-03-01,0.974786507217728,0.025213492782272,0.0249008765431698,300000,300000,21,120
PANW,13511,0001327567,2018-09-13,0001327567-18-000024,2017-09-07,0001327567-17-000027,2018-09-13,2018-10-12,2019-03-08,0.9883311641601767,0.0116688358398231,0.0116012799990332,300000,300000,21,120
MU,53613,0000723125,2018-10-15,0000723125-18-000092,2017-10-26,0000723125-17-000131,2018-10-15,2018-11-13,2019-04-09,0.9515886844190138,0.0484113155809862,0.0472759855994311,298943,298530,21,120
COST,87055,0000909832,2018-10-26,0000909832-18-000013,2017-10-18,0000909832-17-000014,2018-10-26,2018-11-27,2019-04-23,0.9658902989690388,0.0341097010309613,0.033540864299072,173826,183371,21,120
AAPL,14593,0000320193,2018-11-05,0000320193-18-000145,2017-11-03,0000320193-17-000070,2018-11-05,2018-12-06,2019-05-01,0.9913246320499024,0.0086753679500974,0.0086379531811015,239752,254548,21,120
QCOM,77178,0000804328,2018-11-07,0001728949-18-000095,2017-11-01,0001234452-17-000190,2018-11-07,2018-12-10,2019-05-03,0.964803736531123,0.035196263468877,0.0345910352804704,300000,300000,21,120
SBUX,77702,0000829224,2018-11-16,0000829224-18-000052,2017-11-17,0000829224-17-000049,2018-11-16,2018-12-19,2019-05-14,0.9827358006838602,0.0172641993161397,0.0171168663337147,299446,273916,21,120
V,92611,0001403161,2018-11-16,0001403161-18-000055,2017-11-17,0001403161-17-000044,2018-11-16,2018-12-19,2019-05-14,0.9885050914128282,0.0114949085871718,0.0114293440857302,300000,300000,21,120
ADI,60871,0000006281,2018-11-27,0000006281-18-000126,2017-11-22,0000006281-17-000144,2018-11-27,2018-12-28,2019-05-22,0.978254712359056,0.0217452876409438,0.0215122314045809,300000,300000,21,120
AMAT,14702,0000006951,2018-12-13,0000006951-18-000041,2017-12-15,0000006951-17-000038,2018-12-13,2019-01-15,2019-06-07,0.9926885312549104,0.0073114687450895,0.0072848695316732,265077,266733,21,120
DE,19350,0000315189,2018-12-17,0001047469-18-007694,2017-12-18,0001047469-17-007719,2018-12-17,2019-01-17,2019-06-11,0.9656474808430832,0.0343525191569168,0.0337756456015305,300000,295552,21,120
ADBE,75510,0000796343,2019-01-25,0000796343-19-000019,2018-01-22,0000796343-18-000015,2019-01-25,2019-02-26,2019-07-18,0.9773266828643896,0.0226733171356102,0.0224200978818669,300000,300000,21,120
NFLX,89393,0001065280,2019-01-29,0001065280-19-000043,2018-01-29,0001065280-18-000069,2019-01-29,2019-02-28,2019-07-22,0.9914036896173696,0.0085963103826303,0.0085595724965791,185389,186557,21,120
CMCSA,89525,0001166691,2019-01-31,0001166691-19-000005,2018-01-31,0001166691-18-000004,2019-01-31,2019-03-04,2019-07-24,0.9577001319782252,0.0422998680217746,0.0414296831410214,300000,300000,21,120
META,13407,0001326801,2019-01-31,0001326801-19-000009,2018-02-01,0001326801-18-000009,2019-01-31,2019-03-04,2019-07-24,0.985931298892975,0.0140687011070249,0.0139706554449201,286340,279099,21,120
AMZN,84788,0001018724,2019-02-01,0001018724-19-000004,2018-02-02,0001018724-18-000005,2019-02-01,2019-03-05,2019-07-25,0.9829424787925783,0.0170575212074215,0.0169136751596303,221961,238336,21,120
ISRG,88352,0001035267,2019-02-04,0001035267-19-000012,2018-02-02,0001035267-18-000013,2019-02-04,2019-03-06,2019-07-26,0.9144363844246486,0.0855636155753514,0.0820993134788472,300000,300000,21,120
